Year,Month,YearMonth,Port1,Port2,Route,$Value,$Real
2012,7,201207,Perth,Sydney,Perth - Sydney,330.0,453.51
2012,7,201207,Port Macquarie,Sydney,Port Macquarie - Sydney,176.0,241.87
2012,7,201207,Sydney,Tamworth,Sydney - Tamworth,204.0,280.35
2012,7,201207,Sydney,Townsville,Sydney - Townsville,298.0,409.53
2012,7,201207,Sydney,Wagga Wagga,Sydney - Wagga Wagga,262.0,360.06
2012,7,201207,Newcastle,Gold Coast,Newcastle - Gold Coast,218.0,299.59
2012,8,201208,Adelaide,Brisbane,Adelaide - Brisbane,280.0,384.79
2012,8,201208,Adelaide,Canberra,Adelaide - Canberra,380.0,522.22
2012,8,201208,Adelaide,Darwin,Adelaide - Darwin,468.0,643.16
2012,8,201208,Adelaide,Gold Coast,Adelaide - Gold Coast,328.0,450.76
2012,8,201208,Adelaide,Melbourne,Adelaide - Melbourne,138.0,189.65
2012,8,201208,Adelaide,Perth,Adelaide - Perth,338.0,464.5
2012,8,201208,Adelaide,Port Lincoln,Adelaide - Port Lincoln,248.05,340.89
2012,8,201208,Adelaide,Sydney,Adelaide - Sydney,198.0,272.1
2012,8,201208,Albury,Sydney,Albury - Sydney,210.0,288.6
2012,8,201208,Alice Springs,Darwin,Alice Springs - Darwin,1165.0,1601.02
2012,8,201208,Alice Springs,Melbourne,Alice Springs - Melbourne,544.0,747.6
2012,8,201208,Armidale,Sydney,Armidale - Sydney,298.0,409.53
2012,8,201208,Avalon,Brisbane,Avalon - Brisbane,190.0,261.11
2012,8,201208,Avalon,Sydney,Avalon - Sydney,130.0,178.65
2012,8,201208,Ayers Rock,Sydney,Ayers Rock - Sydney,532.0,731.11
2012,8,201208,Ballina,Sydney,Ballina - Sydney,148.0,203.39
2012,8,201208,Brisbane,Cairns,Brisbane - Cairns,220.0,302.34
2012,8,201208,Brisbane,Canberra,Brisbane - Canberra,298.0,409.53
2012,8,201208,Brisbane,Darwin,Brisbane - Darwin,454.0,623.92
2012,8,201208,Brisbane,Emerald,Brisbane - Emerald,274.0,376.55
2012,8,201208,Brisbane,Gladstone,Brisbane - Gladstone,212.0,291.34
2012,8,201208,Brisbane,Hamilton Island,Brisbane - Hamilton Island,218.0,299.59
2012,8,201208,Brisbane,Mackay,Brisbane - Mackay,168.0,230.88
2012,8,201208,Brisbane,Melbourne,Brisbane - Melbourne,159.9,219.74
2012,8,201208,Brisbane,Mount Isa,Brisbane - Mount Isa,378.0,519.47
2012,8,201208,Brisbane,Perth,Brisbane - Perth,388.0,533.21
2012,8,201208,Brisbane,Proserpine,Brisbane - Proserpine,188.0,258.36
2012,8,201208,Brisbane,Rockhampton,Brisbane - Rockhampton,176.0,241.87
2012,8,201208,Brisbane,Sydney,Brisbane - Sydney,89.95,123.61
2012,8,201208,Brisbane,Townsville,Brisbane - Townsville,288.0,395.79
2012,8,201208,Brisbane,Newcastle,Brisbane - Newcastle,98.0,134.68
2012,8,201208,Broome,Perth,Broome - Perth,458.0,629.41
2012,8,201208,Bundaberg,Brisbane,Bundaberg - Brisbane,287.0,394.41
2012,8,201208,Cairns,Gold Coast,Cairns - Gold Coast,270.0,371.05
2012,8,201208,Cairns,Melbourne,Cairns - Melbourne,272.0,373.8
2012,8,201208,Cairns,Sydney,Cairns - Sydney,318.0,437.02
2012,8,201208,Cairns,Townsville,Cairns - Townsville,198.0,272.1
2012,8,201208,Canberra,Melbourne,Canberra - Melbourne,258.0,354.56
2012,8,201208,Canberra,Sydney,Canberra - Sydney,210.0,288.6
2012,8,201208,Coffs Harbour,Sydney,Coffs Harbour - Sydney,204.0,280.35
2012,8,201208,Darwin,Melbourne,Darwin - Melbourne,396.0,544.21
2012,8,201208,Darwin,Perth,Darwin - Perth,410.0,563.45
2012,8,201208,Darwin,Sydney,Darwin - Sydney,406.0,557.95
2012,8,201208,Devonport,Melbourne,Devonport - Melbourne,366.0,502.98
2012,8,201208,Dubbo,Sydney,Dubbo - Sydney,309.0,424.65
2012,8,201208,Geraldton,Perth,Geraldton - Perth,443.82,609.93
2012,8,201208,Gold Coast,Sydney,Gold Coast - Sydney,70.0,96.2
2012,8,201208,Hamilton Island,Sydney,Hamilton Island - Sydney,318.0,437.02
2012,8,201208,Hobart,Melbourne,Hobart - Melbourne,154.0,211.64
2012,8,201208,Hobart,Sydney,Hobart - Sydney,204.0,280.35
2012,8,201208,Kalgoorlie,Perth,Kalgoorlie - Perth,519.73,714.25
2012,8,201208,Karratha,Perth,Karratha - Perth,525.0,721.49
2012,8,201208,Launceston,Melbourne,Launceston - Melbourne,146.0,200.64
2012,8,201208,Launceston,Sydney,Launceston - Sydney,190.0,261.11
2012,8,201208,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,354.0,486.49
2012,8,201208,Sunshine Coast,Sydney,Sunshine Coast - Sydney,168.0,230.88
2012,8,201208,Melbourne,Gold Coast,Melbourne - Gold Coast,139.9,192.26
2012,8,201208,Melbourne,Mildura,Melbourne - Mildura,198.0,272.1
2012,8,201208,Melbourne,Perth,Melbourne - Perth,245.9,337.93
2012,8,201208,Melbourne,Sydney,Melbourne - Sydney,90.0,123.68
2012,8,201208,Melbourne,Newcastle,Melbourne - Newcastle,138.0,189.65
2012,8,201208,Paraburdoo,Perth,Paraburdoo - Perth,691.0,949.62
2012,8,201208,Perth,Newman,Perth - Newman,620.0,852.04
2012,8,201208,Perth,Port Hedland,Perth - Port Hedland,525.0,721.49
2012,8,201208,Perth,Sydney,Perth - Sydney,338.0,464.5
2012,8,201208,Port Macquarie,Sydney,Port Macquarie - Sydney,198.0,272.1
2012,8,201208,Sydney,Tamworth,Sydney - Tamworth,204.0,280.35
2012,8,201208,Sydney,Townsville,Sydney - Townsville,290.0,398.54
2012,8,201208,Sydney,Wagga Wagga,Sydney - Wagga Wagga,264.0,362.81
2012,8,201208,Newcastle,Gold Coast,Newcastle - Gold Coast,178.0,244.62
2012,9,201209,Adelaide,Brisbane,Adelaide - Brisbane,344.0,472.75
2012,9,201209,Adelaide,Canberra,Adelaide - Canberra,452.0,621.17
2012,9,201209,Adelaide,Darwin,Adelaide - Darwin,498.0,684.38
2012,9,201209,Adelaide,Gold Coast,Adelaide - Gold Coast,418.0,574.44
2012,9,201209,Adelaide,Melbourne,Adelaide - Melbourne,258.0,354.56
2012,9,201209,Adelaide,Perth,Adelaide - Perth,368.0,505.73
2012,9,201209,Adelaide,Port Lincoln,Adelaide - Port Lincoln,224.0,307.83
2012,9,201209,Adelaide,Sydney,Adelaide - Sydney,238.0,327.07
2012,9,201209,Albury,Sydney,Albury - Sydney,236.19,324.59
2012,9,201209,Alice Springs,Darwin,Alice Springs - Darwin,724.0,994.97
2012,9,201209,Alice Springs,Melbourne,Alice Springs - Melbourne,745.0,1023.83
2012,9,201209,Armidale,Sydney,Armidale - Sydney,249.0,342.19
2012,9,201209,Avalon,Brisbane,Avalon - Brisbane,198.0,272.1
2012,9,201209,Avalon,Sydney,Avalon - Sydney,78.0,107.19
2012,9,201209,Ayers Rock,Sydney,Ayers Rock - Sydney,599.0,823.18
2012,9,201209,Ballina,Sydney,Ballina - Sydney,168.0,230.88
2012,9,201209,Brisbane,Cairns,Brisbane - Cairns,258.0,354.56
2012,9,201209,Brisbane,Canberra,Brisbane - Canberra,293.0,402.66
2012,9,201209,Brisbane,Darwin,Brisbane - Darwin,418.0,574.44
2012,9,201209,Brisbane,Emerald,Brisbane - Emerald,295.0,405.41
2012,9,201209,Brisbane,Gladstone,Brisbane - Gladstone,212.0,291.34
2012,9,201209,Brisbane,Hamilton Island,Brisbane - Hamilton Island,428.0,588.18
2012,9,201209,Brisbane,Mackay,Brisbane - Mackay,128.0,175.91
2012,9,201209,Brisbane,Melbourne,Brisbane - Melbourne,204.9,281.59
2012,9,201209,Brisbane,Mount Isa,Brisbane - Mount Isa,487.0,669.27
2012,9,201209,Brisbane,Perth,Brisbane - Perth,378.0,519.47
2012,9,201209,Brisbane,Proserpine,Brisbane - Proserpine,198.0,272.1
2012,9,201209,Brisbane,Rockhampton,Brisbane - Rockhampton,167.0,229.5
2012,9,201209,Brisbane,Sydney,Brisbane - Sydney,124.9,171.65
2012,9,201209,Brisbane,Townsville,Brisbane - Townsville,278.0,382.05
2012,9,201209,Brisbane,Newcastle,Brisbane - Newcastle,148.0,203.39
2012,9,201209,Broome,Perth,Broome - Perth,586.0,805.32
2012,9,201209,Bundaberg,Brisbane,Bundaberg - Brisbane,287.0,394.41
2012,9,201209,Cairns,Gold Coast,Cairns - Gold Coast,338.0,464.5
2012,9,201209,Cairns,Melbourne,Cairns - Melbourne,478.0,656.9
2012,9,201209,Cairns,Sydney,Cairns - Sydney,318.0,437.02
2012,9,201209,Cairns,Townsville,Cairns - Townsville,198.0,272.1
2012,9,201209,Canberra,Melbourne,Canberra - Melbourne,258.0,354.56
2012,9,201209,Canberra,Sydney,Canberra - Sydney,210.0,288.6
2012,9,201209,Coffs Harbour,Sydney,Coffs Harbour - Sydney,204.0,280.35
2012,9,201209,Darwin,Melbourne,Darwin - Melbourne,398.0,546.96
2012,9,201209,Darwin,Perth,Darwin - Perth,519.0,713.24
2012,9,201209,Darwin,Sydney,Darwin - Sydney,428.0,588.18
2012,9,201209,Devonport,Melbourne,Devonport - Melbourne,378.0,519.47
2012,9,201209,Dubbo,Sydney,Dubbo - Sydney,332.4,456.81
2012,9,201209,Geraldton,Perth,Geraldton - Perth,375.07,515.44
2012,9,201209,Gold Coast,Sydney,Gold Coast - Sydney,118.0,162.16
2012,9,201209,Hamilton Island,Sydney,Hamilton Island - Sydney,563.0,773.71
2012,9,201209,Hobart,Melbourne,Hobart - Melbourne,118.0,162.16
2012,9,201209,Hobart,Sydney,Hobart - Sydney,168.0,230.88
2012,9,201209,Kalgoorlie,Perth,Kalgoorlie - Perth,358.03,492.03
2012,9,201209,Karratha,Perth,Karratha - Perth,580.0,797.07
2012,9,201209,Launceston,Melbourne,Launceston - Melbourne,104.0,142.92
2012,9,201209,Launceston,Sydney,Launceston - Sydney,148.0,203.39
2012,9,201209,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,318.0,437.02
2012,9,201209,Sunshine Coast,Sydney,Sunshine Coast - Sydney,178.0,244.62
2012,9,201209,Melbourne,Gold Coast,Melbourne - Gold Coast,174.9,240.36
2012,9,201209,Melbourne,Mildura,Melbourne - Mildura,253.0,347.69
2012,9,201209,Melbourne,Perth,Melbourne - Perth,250.9,344.8
2012,9,201209,Melbourne,Sydney,Melbourne - Sydney,104.9,144.16
2012,9,201209,Melbourne,Newcastle,Melbourne - Newcastle,108.0,148.42
2012,9,201209,Paraburdoo,Perth,Paraburdoo - Perth,691.0,949.62
2012,9,201209,Perth,Newman,Perth - Newman,680.0,934.5
2012,9,201209,Perth,Port Hedland,Perth - Port Hedland,629.0,864.41
2012,9,201209,Perth,Sydney,Perth - Sydney,468.0,643.16
2012,9,201209,Port Macquarie,Sydney,Port Macquarie - Sydney,198.0,272.1
2012,9,201209,Sydney,Tamworth,Sydney - Tamworth,249.0,342.19
2012,9,201209,Sydney,Townsville,Sydney - Townsville,374.0,513.97
2012,9,201209,Sydney,Wagga Wagga,Sydney - Wagga Wagga,225.92,310.47
2012,9,201209,Newcastle,Gold Coast,Newcastle - Gold Coast,178.0,244.62
2012,10,201210,Adelaide,Brisbane,Adelaide - Brisbane,294.0,403.24
2012,10,201210,Adelaide,Canberra,Adelaide - Canberra,335.0,459.48
2012,10,201210,Adelaide,Darwin,Adelaide - Darwin,358.0,491.02
2012,10,201210,Adelaide,Gold Coast,Adelaide - Gold Coast,344.0,471.82
2012,10,201210,Adelaide,Melbourne,Adelaide - Melbourne,168.0,230.42
2012,10,201210,Adelaide,Perth,Adelaide - Perth,398.0,545.88
2012,10,201210,Adelaide,Port Lincoln,Adelaide - Port Lincoln,197.45,270.82
2012,10,201210,Adelaide,Sydney,Adelaide - Sydney,228.0,312.72
2012,10,201210,Albury,Sydney,Albury - Sydney,199.0,272.94
2012,10,201210,Alice Springs,Darwin,Alice Springs - Darwin,696.0,954.61
2012,10,201210,Alice Springs,Melbourne,Alice Springs - Melbourne,745.0,1021.82
2012,10,201210,Armidale,Sydney,Armidale - Sydney,249.0,341.52
2012,10,201210,Avalon,Brisbane,Avalon - Brisbane,198.0,271.57
2012,10,201210,Avalon,Sydney,Avalon - Sydney,88.0,120.7
2012,10,201210,Ayers Rock,Sydney,Ayers Rock - Sydney,547.0,750.25
2012,10,201210,Ballina,Sydney,Ballina - Sydney,98.0,134.41
2012,10,201210,Brisbane,Cairns,Brisbane - Cairns,228.0,312.72
2012,10,201210,Brisbane,Canberra,Brisbane - Canberra,293.0,401.87
2012,10,201210,Brisbane,Darwin,Brisbane - Darwin,384.0,526.68
2012,10,201210,Brisbane,Emerald,Brisbane - Emerald,304.0,416.96
2012,10,201210,Brisbane,Gladstone,Brisbane - Gladstone,190.0,260.6
2012,10,201210,Brisbane,Hamilton Island,Brisbane - Hamilton Island,326.0,447.13
2012,10,201210,Brisbane,Mackay,Brisbane - Mackay,178.0,244.14
2012,10,201210,Brisbane,Melbourne,Brisbane - Melbourne,179.9,246.75
2012,10,201210,Brisbane,Mount Isa,Brisbane - Mount Isa,588.0,806.48
2012,10,201210,Brisbane,Perth,Brisbane - Perth,427.0,585.66
2012,10,201210,Brisbane,Proserpine,Brisbane - Proserpine,130.0,178.3
2012,10,201210,Brisbane,Rockhampton,Brisbane - Rockhampton,217.0,297.63
2012,10,201210,Brisbane,Sydney,Brisbane - Sydney,129.9,178.17
2012,10,201210,Brisbane,Townsville,Brisbane - Townsville,268.0,367.58
2012,10,201210,Brisbane,Newcastle,Brisbane - Newcastle,98.0,134.41
2012,10,201210,Broome,Perth,Broome - Perth,424.0,581.55
2012,10,201210,Bundaberg,Brisbane,Bundaberg - Brisbane,294.0,403.24
2012,10,201210,Cairns,Gold Coast,Cairns - Gold Coast,228.0,312.72
2012,10,201210,Cairns,Melbourne,Cairns - Melbourne,218.0,299.0
2012,10,201210,Cairns,Sydney,Cairns - Sydney,368.0,504.74
2012,10,201210,Cairns,Townsville,Cairns - Townsville,184.0,252.37
2012,10,201210,Canberra,Melbourne,Canberra - Melbourne,228.0,312.72
2012,10,201210,Canberra,Sydney,Canberra - Sydney,184.0,252.37
2012,10,201210,Coffs Harbour,Sydney,Coffs Harbour - Sydney,224.0,307.23
2012,10,201210,Darwin,Melbourne,Darwin - Melbourne,308.0,422.44
2012,10,201210,Darwin,Perth,Darwin - Perth,363.0,497.88
2012,10,201210,Darwin,Sydney,Darwin - Sydney,238.0,326.43
2012,10,201210,Devonport,Melbourne,Devonport - Melbourne,367.0,503.37
2012,10,201210,Dubbo,Sydney,Dubbo - Sydney,273.0,374.44
2012,10,201210,Geraldton,Perth,Geraldton - Perth,277.72,380.91
2012,10,201210,Gold Coast,Sydney,Gold Coast - Sydney,114.0,156.36
2012,10,201210,Hamilton Island,Sydney,Hamilton Island - Sydney,568.0,779.05
2012,10,201210,Hobart,Melbourne,Hobart - Melbourne,148.0,202.99
2012,10,201210,Hobart,Sydney,Hobart - Sydney,224.0,307.23
2012,10,201210,Kalgoorlie,Perth,Kalgoorlie - Perth,449.44,616.44
2012,10,201210,Karratha,Perth,Karratha - Perth,534.0,732.42
2012,10,201210,Launceston,Melbourne,Launceston - Melbourne,90.0,123.44
2012,10,201210,Launceston,Sydney,Launceston - Sydney,214.0,293.52
2012,10,201210,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,344.0,471.82
2012,10,201210,Sunshine Coast,Sydney,Sunshine Coast - Sydney,158.0,216.71
2012,10,201210,Melbourne,Gold Coast,Melbourne - Gold Coast,169.9,233.03
2012,10,201210,Melbourne,Mildura,Melbourne - Mildura,269.92,370.21
2012,10,201210,Melbourne,Perth,Melbourne - Perth,299.9,411.33
2012,10,201210,Melbourne,Sydney,Melbourne - Sydney,109.9,150.74
2012,10,201210,Melbourne,Newcastle,Melbourne - Newcastle,138.0,189.28
2012,10,201210,Paraburdoo,Perth,Paraburdoo - Perth,578.0,792.77
2012,10,201210,Perth,Newman,Perth - Newman,730.0,1001.25
2012,10,201210,Perth,Port Hedland,Perth - Port Hedland,629.0,862.72
2012,10,201210,Perth,Sydney,Perth - Sydney,394.0,540.4
2012,10,201210,Port Macquarie,Sydney,Port Macquarie - Sydney,187.0,256.48
2012,10,201210,Sydney,Tamworth,Sydney - Tamworth,294.0,403.24
2012,10,201210,Sydney,Townsville,Sydney - Townsville,178.0,244.14
2012,10,201210,Sydney,Wagga Wagga,Sydney - Wagga Wagga,225.92,309.86
2012,10,201210,Newcastle,Gold Coast,Newcastle - Gold Coast,198.0,271.57
2012,11,201211,Adelaide,Brisbane,Adelaide - Brisbane,298.0,408.73
2012,11,201211,Adelaide,Canberra,Adelaide - Canberra,327.0,448.5
2012,11,201211,Adelaide,Darwin,Adelaide - Darwin,378.0,518.45
2012,11,201211,Adelaide,Gold Coast,Adelaide - Gold Coast,328.0,449.87
2012,11,201211,Adelaide,Melbourne,Adelaide - Melbourne,158.0,216.71
2012,11,201211,Adelaide,Perth,Adelaide - Perth,368.0,504.74
2012,11,201211,Adelaide,Port Lincoln,Adelaide - Port Lincoln,197.45,270.82
2012,11,201211,Adelaide,Sydney,Adelaide - Sydney,208.0,285.29
2012,11,201211,Albury,Sydney,Albury - Sydney,224.0,307.23
2012,11,201211,Alice Springs,Darwin,Alice Springs - Darwin,605.0,829.8
2012,11,201211,Alice Springs,Melbourne,Alice Springs - Melbourne,618.0,847.63
2012,11,201211,Armidale,Sydney,Armidale - Sydney,298.0,408.73
2012,11,201211,Avalon,Brisbane,Avalon - Brisbane,188.0,257.85
2012,11,201211,Avalon,Sydney,Avalon - Sydney,88.0,120.7
2012,11,201211,Ayers Rock,Sydney,Ayers Rock - Sydney,468.0,641.89
2012,11,201211,Ballina,Sydney,Ballina - Sydney,148.0,202.99
2012,11,201211,Brisbane,Cairns,Brisbane - Cairns,208.0,285.29
2012,11,201211,Brisbane,Canberra,Brisbane - Canberra,264.0,362.09
2012,11,201211,Brisbane,Darwin,Brisbane - Darwin,464.0,636.41
2012,11,201211,Brisbane,Emerald,Brisbane - Emerald,296.0,405.98
2012,11,201211,Brisbane,Gladstone,Brisbane - Gladstone,267.0,366.21
2012,11,201211,Brisbane,Hamilton Island,Brisbane - Hamilton Island,233.0,319.58
2012,11,201211,Brisbane,Mackay,Brisbane - Mackay,178.0,244.14
2012,11,201211,Brisbane,Melbourne,Brisbane - Melbourne,169.9,233.03
2012,11,201211,Brisbane,Mount Isa,Brisbane - Mount Isa,620.0,850.37
2012,11,201211,Brisbane,Perth,Brisbane - Perth,448.0,614.46
2012,11,201211,Brisbane,Proserpine,Brisbane - Proserpine,178.0,244.14
2012,11,201211,Brisbane,Rockhampton,Brisbane - Rockhampton,197.0,270.2
2012,11,201211,Brisbane,Sydney,Brisbane - Sydney,109.9,150.74
2012,11,201211,Brisbane,Townsville,Brisbane - Townsville,208.0,285.29
2012,11,201211,Brisbane,Newcastle,Brisbane - Newcastle,128.0,175.56
2012,11,201211,Broome,Perth,Broome - Perth,383.67,526.23
2012,11,201211,Bundaberg,Brisbane,Bundaberg - Brisbane,348.0,477.31
2012,11,201211,Cairns,Gold Coast,Cairns - Gold Coast,258.0,353.86
2012,11,201211,Cairns,Melbourne,Cairns - Melbourne,348.0,477.31
2012,11,201211,Cairns,Sydney,Cairns - Sydney,328.0,449.87
2012,11,201211,Cairns,Townsville,Cairns - Townsville,178.0,244.14
2012,11,201211,Canberra,Melbourne,Canberra - Melbourne,218.0,299.0
2012,11,201211,Canberra,Sydney,Canberra - Sydney,184.0,252.37
2012,11,201211,Coffs Harbour,Sydney,Coffs Harbour - Sydney,164.0,224.94
2012,11,201211,Darwin,Melbourne,Darwin - Melbourne,374.0,512.97
2012,11,201211,Darwin,Perth,Darwin - Perth,418.0,573.32
2012,11,201211,Darwin,Sydney,Darwin - Sydney,318.0,436.16
2012,11,201211,Devonport,Melbourne,Devonport - Melbourne,317.0,434.79
2012,11,201211,Dubbo,Sydney,Dubbo - Sydney,273.0,374.44
2012,11,201211,Geraldton,Perth,Geraldton - Perth,277.72,380.91
2012,11,201211,Gold Coast,Sydney,Gold Coast - Sydney,79.9,109.59
2012,11,201211,Hamilton Island,Sydney,Hamilton Island - Sydney,378.0,518.45
2012,11,201211,Hobart,Melbourne,Hobart - Melbourne,118.0,161.85
2012,11,201211,Hobart,Sydney,Hobart - Sydney,208.0,285.29
2012,11,201211,Kalgoorlie,Perth,Kalgoorlie - Perth,358.03,491.06
2012,11,201211,Karratha,Perth,Karratha - Perth,474.0,650.12
2012,11,201211,Launceston,Melbourne,Launceston - Melbourne,118.0,161.85
2012,11,201211,Launceston,Sydney,Launceston - Sydney,188.0,257.85
2012,11,201211,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,324.0,444.39
2012,11,201211,Sunshine Coast,Sydney,Sunshine Coast - Sydney,198.0,271.57
2012,11,201211,Melbourne,Gold Coast,Melbourne - Gold Coast,149.9,205.6
2012,11,201211,Melbourne,Mildura,Melbourne - Mildura,230.32,315.9
2012,11,201211,Melbourne,Perth,Melbourne - Perth,284.9,390.76
2012,11,201211,Melbourne,Sydney,Melbourne - Sydney,99.95,137.09
2012,11,201211,Melbourne,Newcastle,Melbourne - Newcastle,138.0,189.28
2012,11,201211,Paraburdoo,Perth,Paraburdoo - Perth,578.0,792.77
2012,11,201211,Perth,Newman,Perth - Newman,734.0,1006.73
2012,11,201211,Perth,Port Hedland,Perth - Port Hedland,558.0,765.34
2012,11,201211,Perth,Sydney,Perth - Sydney,427.0,585.66
2012,11,201211,Port Macquarie,Sydney,Port Macquarie - Sydney,184.0,252.37
2012,11,201211,Sydney,Tamworth,Sydney - Tamworth,204.0,279.8
2012,11,201211,Sydney,Townsville,Sydney - Townsville,260.0,356.61
2012,11,201211,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228.12,312.88
2012,11,201211,Newcastle,Gold Coast,Newcastle - Gold Coast,208.0,285.29
2012,12,201212,Adelaide,Brisbane,Adelaide - Brisbane,458.0,628.18
2012,12,201212,Adelaide,Canberra,Adelaide - Canberra,495.0,678.93
2012,12,201212,Adelaide,Darwin,Adelaide - Darwin,578.0,792.77
2012,12,201212,Adelaide,Gold Coast,Adelaide - Gold Coast,438.0,600.75
2012,12,201212,Adelaide,Melbourne,Adelaide - Melbourne,218.0,299.0
2012,12,201212,Adelaide,Perth,Adelaide - Perth,548.0,751.62
2012,12,201212,Adelaide,Port Lincoln,Adelaide - Port Lincoln,224.0,307.23
2012,12,201212,Adelaide,Sydney,Adelaide - Sydney,398.0,545.88
2012,12,201212,Albury,Sydney,Albury - Sydney,397.89,545.73
2012,12,201212,Alice Springs,Darwin,Alice Springs - Darwin,644.0,883.29
2012,12,201212,Alice Springs,Melbourne,Alice Springs - Melbourne,704.0,965.58
2012,12,201212,Armidale,Sydney,Armidale - Sydney,417.0,571.94
2012,12,201212,Avalon,Brisbane,Avalon - Brisbane,478.0,655.61
2012,12,201212,Avalon,Sydney,Avalon - Sydney,208.0,285.29
2012,12,201212,Ayers Rock,Sydney,Ayers Rock - Sydney,638.0,875.06
2012,12,201212,Ballina,Sydney,Ballina - Sydney,188.0,257.85
2012,12,201212,Brisbane,Cairns,Brisbane - Cairns,328.0,449.87
2012,12,201212,Brisbane,Canberra,Brisbane - Canberra,338.0,463.59
2012,12,201212,Brisbane,Darwin,Brisbane - Darwin,418.0,573.32
2012,12,201212,Brisbane,Emerald,Brisbane - Emerald,369.0,506.11
2012,12,201212,Brisbane,Gladstone,Brisbane - Gladstone,212.0,290.77
2012,12,201212,Brisbane,Hamilton Island,Brisbane - Hamilton Island,528.0,724.19
2012,12,201212,Brisbane,Mackay,Brisbane - Mackay,178.0,244.14
2012,12,201212,Brisbane,Melbourne,Brisbane - Melbourne,309.9,425.05
2012,12,201212,Brisbane,Mount Isa,Brisbane - Mount Isa,578.0,792.77
2012,12,201212,Brisbane,Perth,Brisbane - Perth,488.0,669.33
2012,12,201212,Brisbane,Proserpine,Brisbane - Proserpine,348.0,477.31
2012,12,201212,Brisbane,Rockhampton,Brisbane - Rockhampton,176.0,241.4
2012,12,201212,Brisbane,Sydney,Brisbane - Sydney,209.9,287.89
2012,12,201212,Brisbane,Townsville,Brisbane - Townsville,228.0,312.72
2012,12,201212,Brisbane,Newcastle,Brisbane - Newcastle,168.0,230.42
2012,12,201212,Broome,Perth,Broome - Perth,594.0,814.71
2012,12,201212,Bundaberg,Brisbane,Bundaberg - Brisbane,517.0,709.1
2012,12,201212,Cairns,Gold Coast,Cairns - Gold Coast,268.0,367.58
2012,12,201212,Cairns,Melbourne,Cairns - Melbourne,418.0,573.32
2012,12,201212,Cairns,Sydney,Cairns - Sydney,498.0,683.04
2012,12,201212,Cairns,Townsville,Cairns - Townsville,198.0,271.57
2012,12,201212,Canberra,Melbourne,Canberra - Melbourne,258.0,353.86
2012,12,201212,Canberra,Sydney,Canberra - Sydney,210.0,288.03
2012,12,201212,Coffs Harbour,Sydney,Coffs Harbour - Sydney,359.0,492.39
2012,12,201212,Darwin,Melbourne,Darwin - Melbourne,413.0,566.46
2012,12,201212,Darwin,Perth,Darwin - Perth,524.0,718.7
2012,12,201212,Darwin,Sydney,Darwin - Sydney,368.0,504.74
2012,12,201212,Devonport,Melbourne,Devonport - Melbourne,522.0,715.96
2012,12,201212,Dubbo,Sydney,Dubbo - Sydney,311.0,426.56
2012,12,201212,Geraldton,Perth,Geraldton - Perth,375.07,514.43
2012,12,201212,Gold Coast,Sydney,Gold Coast - Sydney,109.9,150.74
2012,12,201212,Hamilton Island,Sydney,Hamilton Island - Sydney,508.0,696.76
2012,12,201212,Hobart,Melbourne,Hobart - Melbourne,148.0,202.99
2012,12,201212,Hobart,Sydney,Hobart - Sydney,248.0,340.15
2012,12,201212,Kalgoorlie,Perth,Kalgoorlie - Perth,358.03,491.06
2012,12,201212,Karratha,Perth,Karratha - Perth,518.0,710.47
2012,12,201212,Launceston,Melbourne,Launceston - Melbourne,198.0,271.57
2012,12,201212,Launceston,Sydney,Launceston - Sydney,278.0,381.3
2012,12,201212,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,468.0,641.89
2012,12,201212,Sunshine Coast,Sydney,Sunshine Coast - Sydney,278.0,381.3
2012,12,201212,Melbourne,Gold Coast,Melbourne - Gold Coast,474.9,651.36
2012,12,201212,Melbourne,Mildura,Melbourne - Mildura,232.0,318.2
2012,12,201212,Melbourne,Perth,Melbourne - Perth,508.0,696.76
2012,12,201212,Melbourne,Sydney,Melbourne - Sydney,199.95,274.25
2012,12,201212,Melbourne,Newcastle,Melbourne - Newcastle,178.0,244.14
2012,12,201212,Paraburdoo,Perth,Paraburdoo - Perth,578.0,792.77
2012,12,201212,Perth,Newman,Perth - Newman,554.0,759.85
2012,12,201212,Perth,Port Hedland,Perth - Port Hedland,518.0,710.47
2012,12,201212,Perth,Sydney,Perth - Sydney,818.0,1121.94
2012,12,201212,Port Macquarie,Sydney,Port Macquarie - Sydney,257.0,352.49
2012,12,201212,Sydney,Tamworth,Sydney - Tamworth,249.0,341.52
2012,12,201212,Sydney,Townsville,Sydney - Townsville,324.0,444.39
2012,12,201212,Sydney,Wagga Wagga,Sydney - Wagga Wagga,231.0,316.83
2012,12,201212,Newcastle,Gold Coast,Newcastle - Gold Coast,328.0,449.87
2013,1,201301,Adelaide,Brisbane,Adelaide - Brisbane,258.0,352.48
2013,1,201301,Adelaide,Canberra,Adelaide - Canberra,319.0,435.82
2013,1,201301,Adelaide,Darwin,Adelaide - Darwin,318.0,434.46
2013,1,201301,Adelaide,Gold Coast,Adelaide - Gold Coast,248.0,338.82
