Year,Month,YearMonth,Port1,Port2,Route,$Value,$Real
2018,8,201808,Ballina,Sydney,Ballina - Sydney,155.0,191.05
2018,8,201808,Brisbane,Cairns,Brisbane - Cairns,211.0,260.08
2018,8,201808,Brisbane,Canberra,Brisbane - Canberra,407.23,501.95
2018,8,201808,Brisbane,Darwin,Brisbane - Darwin,269.9,332.68
2018,8,201808,Brisbane,Emerald,Brisbane - Emerald,344.19,424.25
2018,8,201808,Brisbane,Gladstone,Brisbane - Gladstone,318.0,391.97
2018,8,201808,Brisbane,Hamilton Island,Brisbane - Hamilton Island,511.77,630.81
2018,8,201808,Brisbane,Hobart,Brisbane - Hobart,375.0,462.22
2018,8,201808,Brisbane,Mackay,Brisbane - Mackay,191.0,235.43
2018,8,201808,Brisbane,Melbourne,Brisbane - Melbourne,178.9,220.51
2018,8,201808,Brisbane,Mount Isa,Brisbane - Mount Isa,769.83,948.89
2018,8,201808,Brisbane,Perth,Brisbane - Perth,600.0,739.56
2018,8,201808,Brisbane,Proserpine,Brisbane - Proserpine,240.0,295.82
2018,8,201808,Brisbane,Rockhampton,Brisbane - Rockhampton,350.0,431.41
2018,8,201808,Brisbane,Sydney,Brisbane - Sydney,133.9,165.05
2018,8,201808,Brisbane,Townsville,Brisbane - Townsville,275.0,338.96
2018,8,201808,Brisbane,Newcastle,Brisbane - Newcastle,146.0,179.96
2018,8,201808,Broome,Perth,Broome - Perth,658.86,812.11
2018,8,201808,Bundaberg,Brisbane,Bundaberg - Brisbane,294.02,362.41
2018,8,201808,Cairns,Gold Coast,Cairns - Gold Coast,264.0,325.41
2018,8,201808,Cairns,Melbourne,Cairns - Melbourne,348.0,428.94
2018,8,201808,Cairns,Sydney,Cairns - Sydney,254.9,314.19
2018,8,201808,Cairns,Townsville,Cairns - Townsville,290.0,357.45
2018,8,201808,Canberra,Melbourne,Canberra - Melbourne,194.9,240.23
2018,8,201808,Canberra,Sydney,Canberra - Sydney,307.79,379.38
2018,8,201808,Coffs Harbour,Sydney,Coffs Harbour - Sydney,139.9,172.44
2018,8,201808,Darwin,Melbourne,Darwin - Melbourne,386.0,475.78
2018,8,201808,Darwin,Perth,Darwin - Perth,677.51,835.1
2018,8,201808,Darwin,Sydney,Darwin - Sydney,394.0,485.64
2018,8,201808,Devonport,Melbourne,Devonport - Melbourne,326.0,401.83
2018,8,201808,Dubbo,Sydney,Dubbo - Sydney,329.02,405.55
2018,8,201808,Gold Coast,Sydney,Gold Coast - Sydney,102.0,125.73
2018,8,201808,Hamilton Island,Sydney,Hamilton Island - Sydney,248.0,305.68
2018,8,201808,Hobart,Melbourne,Hobart - Melbourne,112.0,138.05
2018,8,201808,Hobart,Sydney,Hobart - Sydney,237.0,292.13
2018,8,201808,Kalgoorlie,Perth,Kalgoorlie - Perth,556.51,685.95
2018,8,201808,Karratha,Perth,Karratha - Perth,714.16,880.27
2018,8,201808,Launceston,Melbourne,Launceston - Melbourne,138.0,170.1
2018,8,201808,Launceston,Sydney,Launceston - Sydney,154.0,189.82
2018,8,201808,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,256.0,315.55
2018,8,201808,Sunshine Coast,Sydney,Sunshine Coast - Sydney,222.0,273.64
2018,8,201808,Melbourne,Gold Coast,Melbourne - Gold Coast,178.9,220.51
2018,8,201808,Melbourne,Mildura,Melbourne - Mildura,254.0,313.08
2018,8,201808,Melbourne,Perth,Melbourne - Perth,444.0,547.27
2018,8,201808,Melbourne,Sydney,Melbourne - Sydney,142.0,175.03
2018,8,201808,Melbourne,Townsville,Melbourne - Townsville,401.0,494.27
2018,8,201808,Melbourne,Newcastle,Melbourne - Newcastle,143.0,176.26
2018,8,201808,Paraburdoo,Perth,Paraburdoo - Perth,832.0,1025.52
2018,8,201808,Perth,Newman,Perth - Newman,628.57,774.77
2018,8,201808,Perth,Port Hedland,Perth - Port Hedland,649.66,800.77
2018,8,201808,Perth,Sydney,Perth - Sydney,334.9,412.8
2018,8,201808,Port Macquarie,Sydney,Port Macquarie - Sydney,277.73,342.33
2018,8,201808,Sydney,Tamworth,Sydney - Tamworth,280.0,345.13
2018,8,201808,Sydney,Townsville,Sydney - Townsville,242.0,298.29
2018,8,201808,Sydney,Wagga Wagga,Sydney - Wagga Wagga,328.6,405.03
2018,8,201808,Newcastle,Gold Coast,Newcastle - Gold Coast,180.0,221.87
2018,9,201809,Adelaide,Alice Springs,Adelaide - Alice Springs,508.0,626.16
2018,9,201809,Adelaide,Brisbane,Adelaide - Brisbane,405.9,500.31
2018,9,201809,Adelaide,Canberra,Adelaide - Canberra,500.0,616.3
2018,9,201809,Adelaide,Darwin,Adelaide - Darwin,378.0,465.92
2018,9,201809,Adelaide,Gold Coast,Adelaide - Gold Coast,526.0,648.35
2018,9,201809,Adelaide,Melbourne,Adelaide - Melbourne,145.0,178.73
2018,9,201809,Adelaide,Perth,Adelaide - Perth,426.0,525.09
2018,9,201809,Adelaide,Port Lincoln,Adelaide - Port Lincoln,292.56,360.61
2018,9,201809,Adelaide,Sydney,Adelaide - Sydney,206.0,253.92
2018,9,201809,Albury,Sydney,Albury - Sydney,298.01,367.33
2018,9,201809,Alice Springs,Darwin,Alice Springs - Darwin,696.0,857.89
2018,9,201809,Armidale,Sydney,Armidale - Sydney,327.66,403.87
2018,9,201809,Avalon,Sydney,Avalon - Sydney,138.0,170.1
2018,9,201809,Ayers Rock,Sydney,Ayers Rock - Sydney,660.0,813.52
2018,9,201809,Ballina,Sydney,Ballina - Sydney,134.0,165.17
2018,9,201809,Brisbane,Cairns,Brisbane - Cairns,273.0,336.5
2018,9,201809,Brisbane,Canberra,Brisbane - Canberra,418.0,515.23
2018,9,201809,Brisbane,Darwin,Brisbane - Darwin,254.9,314.19
2018,9,201809,Brisbane,Emerald,Brisbane - Emerald,505.0,622.46
2018,9,201809,Brisbane,Gladstone,Brisbane - Gladstone,310.0,382.11
2018,9,201809,Brisbane,Hamilton Island,Brisbane - Hamilton Island,535.0,659.44
2018,9,201809,Brisbane,Hobart,Brisbane - Hobart,388.0,478.25
2018,9,201809,Brisbane,Mackay,Brisbane - Mackay,201.0,247.75
2018,9,201809,Brisbane,Melbourne,Brisbane - Melbourne,235.0,289.66
2018,9,201809,Brisbane,Mount Isa,Brisbane - Mount Isa,810.0,998.41
2018,9,201809,Brisbane,Perth,Brisbane - Perth,628.0,774.07
2018,9,201809,Brisbane,Proserpine,Brisbane - Proserpine,210.0,258.85
2018,9,201809,Brisbane,Rockhampton,Brisbane - Rockhampton,364.99,449.89
2018,9,201809,Brisbane,Sydney,Brisbane - Sydney,146.9,181.07
2018,9,201809,Brisbane,Townsville,Brisbane - Townsville,306.0,377.18
2018,9,201809,Brisbane,Newcastle,Brisbane - Newcastle,134.0,165.17
2018,9,201809,Broome,Perth,Broome - Perth,660.01,813.53
2018,9,201809,Bundaberg,Brisbane,Bundaberg - Brisbane,305.76,376.88
2018,9,201809,Cairns,Gold Coast,Cairns - Gold Coast,264.0,325.41
2018,9,201809,Cairns,Melbourne,Cairns - Melbourne,358.0,441.27
2018,9,201809,Cairns,Sydney,Cairns - Sydney,239.9,295.7
2018,9,201809,Cairns,Townsville,Cairns - Townsville,294.0,362.38
2018,9,201809,Canberra,Melbourne,Canberra - Melbourne,274.9,338.84
2018,9,201809,Canberra,Sydney,Canberra - Sydney,310.0,382.11
2018,9,201809,Coffs Harbour,Sydney,Coffs Harbour - Sydney,229.9,283.37
2018,9,201809,Darwin,Melbourne,Darwin - Melbourne,543.0,669.3
2018,9,201809,Darwin,Perth,Darwin - Perth,759.0,935.54
2018,9,201809,Darwin,Sydney,Darwin - Sydney,445.0,548.51
2018,9,201809,Devonport,Melbourne,Devonport - Melbourne,359.0,442.5
2018,9,201809,Dubbo,Sydney,Dubbo - Sydney,392.0,483.18
2018,9,201809,Gold Coast,Sydney,Gold Coast - Sydney,138.0,170.1
2018,9,201809,Hamilton Island,Sydney,Hamilton Island - Sydney,295.0,363.62
2018,9,201809,Hobart,Melbourne,Hobart - Melbourne,144.0,177.49
2018,9,201809,Hobart,Sydney,Hobart - Sydney,248.0,305.68
2018,9,201809,Kalgoorlie,Perth,Kalgoorlie - Perth,568.0,700.12
2018,9,201809,Karratha,Perth,Karratha - Perth,798.0,983.61
2018,9,201809,Launceston,Melbourne,Launceston - Melbourne,138.0,170.1
2018,9,201809,Launceston,Sydney,Launceston - Sydney,234.0,288.43
2018,9,201809,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,384.0,473.32
2018,9,201809,Sunshine Coast,Sydney,Sunshine Coast - Sydney,164.0,202.15
2018,9,201809,Melbourne,Gold Coast,Melbourne - Gold Coast,378.9,467.03
2018,9,201809,Melbourne,Mildura,Melbourne - Mildura,254.0,313.08
2018,9,201809,Melbourne,Perth,Melbourne - Perth,449.9,554.55
2018,9,201809,Melbourne,Sydney,Melbourne - Sydney,160.9,198.33
2018,9,201809,Melbourne,Townsville,Melbourne - Townsville,536.0,660.67
2018,9,201809,Melbourne,Newcastle,Melbourne - Newcastle,143.0,176.26
2018,9,201809,Paraburdoo,Perth,Paraburdoo - Perth,839.0,1034.15
2018,9,201809,Perth,Newman,Perth - Newman,638.0,786.4
2018,9,201809,Perth,Port Hedland,Perth - Port Hedland,658.0,811.05
2018,9,201809,Perth,Sydney,Perth - Sydney,474.9,585.36
2018,9,201809,Port Macquarie,Sydney,Port Macquarie - Sydney,339.83,418.87
2018,9,201809,Sydney,Tamworth,Sydney - Tamworth,280.0,345.13
2018,9,201809,Sydney,Townsville,Sydney - Townsville,437.0,538.65
2018,9,201809,Sydney,Wagga Wagga,Sydney - Wagga Wagga,330.41,407.26
2018,9,201809,Newcastle,Gold Coast,Newcastle - Gold Coast,268.0,330.34
2018,10,201810,Adelaide,Alice Springs,Adelaide - Alice Springs,458.0,561.56
2018,10,201810,Adelaide,Brisbane,Adelaide - Brisbane,237.9,291.69
2018,10,201810,Adelaide,Canberra,Adelaide - Canberra,526.0,644.94
2018,10,201810,Adelaide,Darwin,Adelaide - Darwin,408.0,500.26
2018,10,201810,Adelaide,Gold Coast,Adelaide - Gold Coast,310.0,380.1
2018,10,201810,Adelaide,Melbourne,Adelaide - Melbourne,184.9,226.71
2018,10,201810,Adelaide,Perth,Adelaide - Perth,384.0,470.83
2018,10,201810,Adelaide,Port Lincoln,Adelaide - Port Lincoln,292.56,358.71
2018,10,201810,Adelaide,Sydney,Adelaide - Sydney,183.9,225.48
2018,10,201810,Albury,Sydney,Albury - Sydney,301.07,369.15
2018,10,201810,Alice Springs,Darwin,Alice Springs - Darwin,649.99,796.96
2018,10,201810,Armidale,Sydney,Armidale - Sydney,320.0,392.36
2018,10,201810,Avalon,Sydney,Avalon - Sydney,128.0,156.94
2018,10,201810,Ayers Rock,Sydney,Ayers Rock - Sydney,466.0,571.37
2018,10,201810,Ballina,Sydney,Ballina - Sydney,251.0,307.76
2018,10,201810,Brisbane,Cairns,Brisbane - Cairns,237.0,290.59
2018,10,201810,Brisbane,Canberra,Brisbane - Canberra,418.0,512.52
2018,10,201810,Brisbane,Darwin,Brisbane - Darwin,254.9,312.54
2018,10,201810,Brisbane,Emerald,Brisbane - Emerald,344.0,421.78
2018,10,201810,Brisbane,Gladstone,Brisbane - Gladstone,310.0,380.1
2018,10,201810,Brisbane,Hamilton Island,Brisbane - Hamilton Island,444.0,544.4
2018,10,201810,Brisbane,Hobart,Brisbane - Hobart,375.0,459.79
2018,10,201810,Brisbane,Mackay,Brisbane - Mackay,235.0,288.14
2018,10,201810,Brisbane,Melbourne,Brisbane - Melbourne,258.9,317.44
2018,10,201810,Brisbane,Mount Isa,Brisbane - Mount Isa,770.0,944.11
2018,10,201810,Brisbane,Perth,Brisbane - Perth,629.98,772.43
2018,10,201810,Brisbane,Proserpine,Brisbane - Proserpine,252.0,308.98
2018,10,201810,Brisbane,Rockhampton,Brisbane - Rockhampton,329.99,404.61
2018,10,201810,Brisbane,Sydney,Brisbane - Sydney,133.9,164.18
2018,10,201810,Brisbane,Townsville,Brisbane - Townsville,232.0,284.46
2018,10,201810,Brisbane,Newcastle,Brisbane - Newcastle,159.0,194.95
2018,10,201810,Broome,Perth,Broome - Perth,518.0,635.13
2018,10,201810,Bundaberg,Brisbane,Bundaberg - Brisbane,278.0,340.86
2018,10,201810,Cairns,Gold Coast,Cairns - Gold Coast,310.0,380.1
2018,10,201810,Cairns,Melbourne,Cairns - Melbourne,368.0,451.21
2018,10,201810,Cairns,Sydney,Cairns - Sydney,294.9,361.58
2018,10,201810,Cairns,Townsville,Cairns - Townsville,294.0,360.48
2018,10,201810,Canberra,Melbourne,Canberra - Melbourne,274.9,337.06
2018,10,201810,Canberra,Sydney,Canberra - Sydney,310.0,380.1
2018,10,201810,Coffs Harbour,Sydney,Coffs Harbour - Sydney,169.9,208.32
2018,10,201810,Darwin,Melbourne,Darwin - Melbourne,384.0,470.83
2018,10,201810,Darwin,Perth,Darwin - Perth,799.0,979.67
2018,10,201810,Darwin,Sydney,Darwin - Sydney,378.0,463.47
2018,10,201810,Devonport,Melbourne,Devonport - Melbourne,359.0,440.18
2018,10,201810,Dubbo,Sydney,Dubbo - Sydney,346.0,424.24
2018,10,201810,Gold Coast,Sydney,Gold Coast - Sydney,169.0,207.21
2018,10,201810,Hamilton Island,Sydney,Hamilton Island - Sydney,295.0,361.7
2018,10,201810,Hobart,Melbourne,Hobart - Melbourne,161.0,197.4
2018,10,201810,Hobart,Sydney,Hobart - Sydney,258.0,316.34
2018,10,201810,Kalgoorlie,Perth,Kalgoorlie - Perth,568.0,696.43
2018,10,201810,Karratha,Perth,Karratha - Perth,798.0,978.44
2018,10,201810,Launceston,Melbourne,Launceston - Melbourne,181.0,221.93
2018,10,201810,Launceston,Sydney,Launceston - Sydney,343.0,420.56
2018,10,201810,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,404.0,495.35
2018,10,201810,Sunshine Coast,Sydney,Sunshine Coast - Sydney,164.0,201.08
2018,10,201810,Melbourne,Gold Coast,Melbourne - Gold Coast,239.9,294.15
2018,10,201810,Melbourne,Mildura,Melbourne - Mildura,254.0,311.43
2018,10,201810,Melbourne,Perth,Melbourne - Perth,399.9,490.32
2018,10,201810,Melbourne,Sydney,Melbourne - Sydney,142.0,174.11
2018,10,201810,Melbourne,Townsville,Melbourne - Townsville,411.0,503.93
2018,10,201810,Melbourne,Newcastle,Melbourne - Newcastle,237.0,290.59
2018,10,201810,Paraburdoo,Perth,Paraburdoo - Perth,839.0,1028.71
2018,10,201810,Perth,Newman,Perth - Newman,638.0,782.26
2018,10,201810,Perth,Port Hedland,Perth - Port Hedland,658.0,806.79
2018,10,201810,Perth,Sydney,Perth - Sydney,439.9,539.37
2018,10,201810,Port Macquarie,Sydney,Port Macquarie - Sydney,308.84,378.67
2018,10,201810,Sydney,Tamworth,Sydney - Tamworth,280.0,343.31
2018,10,201810,Sydney,Townsville,Sydney - Townsville,317.0,388.68
2018,10,201810,Sydney,Wagga Wagga,Sydney - Wagga Wagga,330.41,405.12
2018,10,201810,Newcastle,Gold Coast,Newcastle - Gold Coast,238.0,291.82
2018,11,201811,Adelaide,Alice Springs,Adelaide - Alice Springs,458.0,561.56
2018,11,201811,Adelaide,Brisbane,Adelaide - Brisbane,278.9,341.96
2018,11,201811,Adelaide,Canberra,Adelaide - Canberra,504.02,617.99
2018,11,201811,Adelaide,Darwin,Adelaide - Darwin,348.0,426.69
2018,11,201811,Adelaide,Gold Coast,Adelaide - Gold Coast,286.0,350.67
2018,11,201811,Adelaide,Melbourne,Adelaide - Melbourne,147.9,181.34
2018,11,201811,Adelaide,Perth,Adelaide - Perth,526.0,644.94
2018,11,201811,Adelaide,Port Lincoln,Adelaide - Port Lincoln,297.56,364.84
2018,11,201811,Adelaide,Sydney,Adelaide - Sydney,196.0,240.32
2018,11,201811,Albury,Sydney,Albury - Sydney,268.0,328.6
2018,11,201811,Alice Springs,Darwin,Alice Springs - Darwin,650.0,796.98
2018,11,201811,Armidale,Sydney,Armidale - Sydney,298.22,365.65
2018,11,201811,Avalon,Sydney,Avalon - Sydney,122.0,149.59
2018,11,201811,Ayers Rock,Sydney,Ayers Rock - Sydney,375.0,459.79
2018,11,201811,Ballina,Sydney,Ballina - Sydney,188.0,230.51
2018,11,201811,Brisbane,Cairns,Brisbane - Cairns,204.0,250.13
2018,11,201811,Brisbane,Canberra,Brisbane - Canberra,418.0,512.52
2018,11,201811,Brisbane,Darwin,Brisbane - Darwin,309.0,378.87
2018,11,201811,Brisbane,Emerald,Brisbane - Emerald,386.0,473.28
2018,11,201811,Brisbane,Gladstone,Brisbane - Gladstone,312.0,382.55
2018,11,201811,Brisbane,Hamilton Island,Brisbane - Hamilton Island,350.0,429.14
2018,11,201811,Brisbane,Hobart,Brisbane - Hobart,349.0,427.91
2018,11,201811,Brisbane,Mackay,Brisbane - Mackay,195.0,239.09
2018,11,201811,Brisbane,Melbourne,Brisbane - Melbourne,218.9,268.4
2018,11,201811,Brisbane,Mount Isa,Brisbane - Mount Isa,843.0,1033.62
2018,11,201811,Brisbane,Perth,Brisbane - Perth,685.0,839.89
2018,11,201811,Brisbane,Proserpine,Brisbane - Proserpine,206.0,252.58
2018,11,201811,Brisbane,Rockhampton,Brisbane - Rockhampton,250.02,306.55
2018,11,201811,Brisbane,Sydney,Brisbane - Sydney,133.9,164.18
2018,11,201811,Brisbane,Townsville,Brisbane - Townsville,202.0,247.68
2018,11,201811,Brisbane,Newcastle,Brisbane - Newcastle,121.0,148.36
2018,11,201811,Broome,Perth,Broome - Perth,636.0,779.81
2018,11,201811,Bundaberg,Brisbane,Bundaberg - Brisbane,280.01,343.33
2018,11,201811,Cairns,Gold Coast,Cairns - Gold Coast,264.0,323.7
2018,11,201811,Cairns,Melbourne,Cairns - Melbourne,306.9,376.3
2018,11,201811,Cairns,Sydney,Cairns - Sydney,294.9,361.58
2018,11,201811,Cairns,Townsville,Cairns - Townsville,294.0,360.48
2018,11,201811,Canberra,Melbourne,Canberra - Melbourne,169.9,208.32
2018,11,201811,Canberra,Sydney,Canberra - Sydney,310.0,380.1
2018,11,201811,Coffs Harbour,Sydney,Coffs Harbour - Sydney,139.9,171.53
2018,11,201811,Darwin,Melbourne,Darwin - Melbourne,363.0,445.08
2018,11,201811,Darwin,Perth,Darwin - Perth,718.01,880.36
2018,11,201811,Darwin,Sydney,Darwin - Sydney,363.0,445.08
2018,11,201811,Devonport,Melbourne,Devonport - Melbourne,334.0,409.52
2018,11,201811,Dubbo,Sydney,Dubbo - Sydney,364.22,446.58
2018,11,201811,Gold Coast,Sydney,Gold Coast - Sydney,143.9,176.44
2018,11,201811,Hamilton Island,Sydney,Hamilton Island - Sydney,330.0,404.62
2018,11,201811,Hobart,Melbourne,Hobart - Melbourne,161.0,197.4
2018,11,201811,Hobart,Sydney,Hobart - Sydney,258.0,316.34
2018,11,201811,Kalgoorlie,Perth,Kalgoorlie - Perth,568.0,696.43
2018,11,201811,Karratha,Perth,Karratha - Perth,795.0,974.76
2018,11,201811,Launceston,Melbourne,Launceston - Melbourne,175.0,214.57
2018,11,201811,Launceston,Sydney,Launceston - Sydney,333.0,408.3
2018,11,201811,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,298.0,365.38
2018,11,201811,Sunshine Coast,Sydney,Sunshine Coast - Sydney,164.0,201.08
2018,11,201811,Melbourne,Gold Coast,Melbourne - Gold Coast,159.9,196.06
2018,11,201811,Melbourne,Mildura,Melbourne - Mildura,254.0,311.43
2018,11,201811,Melbourne,Perth,Melbourne - Perth,379.9,465.8
2018,11,201811,Melbourne,Sydney,Melbourne - Sydney,160.9,197.28
2018,11,201811,Melbourne,Townsville,Melbourne - Townsville,397.0,486.77
2018,11,201811,Melbourne,Newcastle,Melbourne - Newcastle,171.0,209.67
2018,11,201811,Paraburdoo,Perth,Paraburdoo - Perth,839.0,1028.71
2018,11,201811,Perth,Newman,Perth - Newman,638.0,782.26
2018,11,201811,Perth,Port Hedland,Perth - Port Hedland,658.0,806.79
2018,11,201811,Perth,Sydney,Perth - Sydney,469.9,576.15
2018,11,201811,Port Macquarie,Sydney,Port Macquarie - Sydney,309.41,379.37
2018,11,201811,Sydney,Tamworth,Sydney - Tamworth,280.0,343.31
2018,11,201811,Sydney,Townsville,Sydney - Townsville,390.0,478.19
2018,11,201811,Sydney,Wagga Wagga,Sydney - Wagga Wagga,333.0,408.3
2018,11,201811,Newcastle,Gold Coast,Newcastle - Gold Coast,228.0,279.55
2018,12,201812,Adelaide,Alice Springs,Adelaide - Alice Springs,679.0,832.53
2018,12,201812,Adelaide,Brisbane,Adelaide - Brisbane,474.9,582.28
2018,12,201812,Adelaide,Canberra,Adelaide - Canberra,572.0,701.34
2018,12,201812,Adelaide,Darwin,Adelaide - Darwin,488.0,598.35
2018,12,201812,Adelaide,Gold Coast,Adelaide - Gold Coast,499.0,611.83
2018,12,201812,Adelaide,Melbourne,Adelaide - Melbourne,233.9,286.79
2018,12,201812,Adelaide,Perth,Adelaide - Perth,627.0,768.78
2018,12,201812,Adelaide,Port Lincoln,Adelaide - Port Lincoln,320.65,393.15
2018,12,201812,Adelaide,Sydney,Adelaide - Sydney,434.0,532.13
2018,12,201812,Albury,Sydney,Albury - Sydney,508.01,622.88
2018,12,201812,Alice Springs,Darwin,Alice Springs - Darwin,650.0,796.98
2018,12,201812,Armidale,Sydney,Armidale - Sydney,351.0,430.37
2018,12,201812,Avalon,Sydney,Avalon - Sydney,290.0,355.57
2018,12,201812,Ayers Rock,Sydney,Ayers Rock - Sydney,566.0,693.98
2018,12,201812,Ballina,Sydney,Ballina - Sydney,262.0,321.24
2018,12,201812,Brisbane,Cairns,Brisbane - Cairns,372.0,456.12
2018,12,201812,Brisbane,Canberra,Brisbane - Canberra,498.01,610.62
2018,12,201812,Brisbane,Darwin,Brisbane - Darwin,264.9,324.8
2018,12,201812,Brisbane,Emerald,Brisbane - Emerald,344.0,421.78
2018,12,201812,Brisbane,Gladstone,Brisbane - Gladstone,312.99,383.76
2018,12,201812,Brisbane,Hamilton Island,Brisbane - Hamilton Island,575.0,705.02
2018,12,201812,Brisbane,Hobart,Brisbane - Hobart,524.0,642.49
2018,12,201812,Brisbane,Mackay,Brisbane - Mackay,232.0,284.46
2018,12,201812,Brisbane,Melbourne,Brisbane - Melbourne,239.9,294.15
2018,12,201812,Brisbane,Mount Isa,Brisbane - Mount Isa,873.0,1070.4
2018,12,201812,Brisbane,Perth,Brisbane - Perth,838.0,1027.49
2018,12,201812,Brisbane,Proserpine,Brisbane - Proserpine,375.0,459.79
2018,12,201812,Brisbane,Rockhampton,Brisbane - Rockhampton,300.0,367.84
2018,12,201812,Brisbane,Sydney,Brisbane - Sydney,201.9,247.55
2018,12,201812,Brisbane,Townsville,Brisbane - Townsville,281.0,344.54
2018,12,201812,Brisbane,Newcastle,Brisbane - Newcastle,189.0,231.74
2018,12,201812,Broome,Perth,Broome - Perth,617.99,757.73
2018,12,201812,Bundaberg,Brisbane,Bundaberg - Brisbane,280.01,343.33
2018,12,201812,Cairns,Gold Coast,Cairns - Gold Coast,410.0,502.71
2018,12,201812,Cairns,Melbourne,Cairns - Melbourne,320.0,392.36
2018,12,201812,Cairns,Sydney,Cairns - Sydney,353.0,432.82
2018,12,201812,Cairns,Townsville,Cairns - Townsville,294.0,360.48
2018,12,201812,Canberra,Melbourne,Canberra - Melbourne,274.9,337.06
2018,12,201812,Canberra,Sydney,Canberra - Sydney,344.0,421.78
2018,12,201812,Coffs Harbour,Sydney,Coffs Harbour - Sydney,270.9,332.16
2018,12,201812,Darwin,Melbourne,Darwin - Melbourne,496.0,608.15
2018,12,201812,Darwin,Perth,Darwin - Perth,708.0,868.09
2018,12,201812,Darwin,Sydney,Darwin - Sydney,412.0,505.16
2018,12,201812,Devonport,Melbourne,Devonport - Melbourne,424.0,519.87
2018,12,201812,Dubbo,Sydney,Dubbo - Sydney,428.01,524.79
2018,12,201812,Gold Coast,Sydney,Gold Coast - Sydney,186.9,229.16
2018,12,201812,Hamilton Island,Sydney,Hamilton Island - Sydney,401.0,491.67
2018,12,201812,Hobart,Melbourne,Hobart - Melbourne,121.0,148.36
2018,12,201812,Hobart,Sydney,Hobart - Sydney,326.0,399.71
2018,12,201812,Kalgoorlie,Perth,Kalgoorlie - Perth,517.0,633.9
2018,12,201812,Karratha,Perth,Karratha - Perth,799.0,979.67
2018,12,201812,Launceston,Melbourne,Launceston - Melbourne,157.0,192.5
2018,12,201812,Launceston,Sydney,Launceston - Sydney,269.0,329.83
2018,12,201812,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,338.0,414.43
2018,12,201812,Sunshine Coast,Sydney,Sunshine Coast - Sydney,237.0,290.59
2018,12,201812,Melbourne,Gold Coast,Melbourne - Gold Coast,406.0,497.8
2018,12,201812,Melbourne,Mildura,Melbourne - Mildura,301.18,369.28
2018,12,201812,Melbourne,Perth,Melbourne - Perth,603.9,740.45
2018,12,201812,Melbourne,Sydney,Melbourne - Sydney,308.9,378.75
2018,12,201812,Melbourne,Townsville,Melbourne - Townsville,446.0,546.85
2018,12,201812,Melbourne,Newcastle,Melbourne - Newcastle,223.0,273.42
2018,12,201812,Paraburdoo,Perth,Paraburdoo - Perth,708.0,868.09
2018,12,201812,Perth,Newman,Perth - Newman,638.0,782.26
2018,12,201812,Perth,Port Hedland,Perth - Port Hedland,711.0,871.77
2018,12,201812,Perth,Sydney,Perth - Sydney,614.9,753.94
2018,12,201812,Port Macquarie,Sydney,Port Macquarie - Sydney,369.0,452.44
2018,12,201812,Sydney,Tamworth,Sydney - Tamworth,280.0,343.31
2018,12,201812,Sydney,Townsville,Sydney - Townsville,437.0,535.81
2018,12,201812,Sydney,Wagga Wagga,Sydney - Wagga Wagga,342.0,419.33
2018,12,201812,Newcastle,Gold Coast,Newcastle - Gold Coast,308.0,377.64
2019,1,201901,Adelaide,Alice Springs,Adelaide - Alice Springs,458.0,561.56
2019,1,201901,Adelaide,Brisbane,Adelaide - Brisbane,197.9,242.65
2019,1,201901,Adelaide,Canberra,Adelaide - Canberra,470.02,576.3
2019,1,201901,Adelaide,Darwin,Adelaide - Darwin,318.0,389.91
2019,1,201901,Adelaide,Gold Coast,Adelaide - Gold Coast,232.0,284.46
2019,1,201901,Adelaide,Melbourne,Adelaide - Melbourne,130.0,159.4
2019,1,201901,Adelaide,Perth,Adelaide - Perth,423.0,518.65
2019,1,201901,Adelaide,Port Lincoln,Adelaide - Port Lincoln,297.55,364.83
2019,1,201901,Adelaide,Sydney,Adelaide - Sydney,176.9,216.9
2019,1,201901,Albury,Sydney,Albury - Sydney,258.0,316.34
2019,1,201901,Alice Springs,Darwin,Alice Springs - Darwin,650.0,796.98
2019,1,201901,Armidale,Sydney,Armidale - Sydney,298.21,365.64
2019,1,201901,Avalon,Sydney,Avalon - Sydney,112.0,137.33
2019,1,201901,Ayers Rock,Sydney,Ayers Rock - Sydney,309.0,378.87
2019,1,201901,Ballina,Sydney,Ballina - Sydney,155.0,190.05
2019,1,201901,Brisbane,Cairns,Brisbane - Cairns,206.0,252.58
2019,1,201901,Brisbane,Canberra,Brisbane - Canberra,418.0,512.52
2019,1,201901,Brisbane,Darwin,Brisbane - Darwin,259.9,318.67
2019,1,201901,Brisbane,Emerald,Brisbane - Emerald,344.0,421.78
2019,1,201901,Brisbane,Gladstone,Brisbane - Gladstone,280.0,343.31
2019,1,201901,Brisbane,Hamilton Island,Brisbane - Hamilton Island,310.0,380.1
2019,1,201901,Brisbane,Hobart,Brisbane - Hobart,334.0,409.52
2019,1,201901,Brisbane,Mackay,Brisbane - Mackay,206.0,252.58
2019,1,201901,Brisbane,Melbourne,Brisbane - Melbourne,177.9,218.13
